theme	title	id	Narrative	URL	Chapter	order
Economic empowerment	Access to formal financial services	0f336764a47643e3ab56fbc98ecdda21	NW6	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=0f336764a47643e3ab56fbc98ecdda21	Economic Empowerment	22
Economic empowerment	Discriminatory attitudes towards women in paid employment	247cc2188f2146beacad35ef94ccf7fa	NW8	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=247cc2188f2146beacad35ef94ccf7fa	Economic Empowerment	24
Economic empowerment	Protection of equal economic rights for women and menin selected issuesunder the law in developing regions	4b31b21a4ccb41558b6f140a2327d225	NW11	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=4b31b21a4ccb41558b6f140a2327d225	Economic Empowerment	25
Economic empowerment	Equal rightsof womentotheownership and control of land [FAO]	68c4420b26c04066b787f56b854b9c0b	NW12	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=68c4420b26c04066b787f56b854b9c0b	Economic Empowerment	26
Economic empowerment	Resource allocation within households and individual poverty [The World Bank]	ca789604c7a9485e848528963844c45d	NW34	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=ca789604c7a9485e848528963844c45d	Economic Empowerment	27
Economic empowerment	Multidimensional child poverty [UNICEF]	77e5019141a04151945742bc0e81f6b3	NW35	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=77e5019141a04151945742bc0e81f6b3	Economic Empowerment	28
Economic empowerment	Republic of Moldova: social protections and old age pensions	6f1628a0cf0b4af8988002a22a1dc9d3	NW15	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=6f1628a0cf0b4af8988002a22a1dc9d3	Economic Empowerment	29
Education	Gender parity index of the gross enrolment ratios in primary, secondary and tertiary education	42bffbd08fb542ecadd0dd43a588c1b9	NE11	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=42bffbd08fb542ecadd0dd43a588c1b9	Education	1
Education	Mexico: school attendance among youth aged 15-24	11a39c01039f4a7b99b3353b03c38cc5	NE1	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=11a39c01039f4a7b99b3353b03c38cc5	Education	2
Education	Children and adolescents with minimum proficiency in reading and mathematics	cba28346e8c745ca84446dd894760e67	NE14	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=cba28346e8c745ca84446dd894760e67	Education	3
Education	Proportion of children aged 7-14 and children in grades 2 and 3 achieving minimum proficiency in reading and mathematics in Zimbabwe	b5dd1535e68847669b989bb784a4a711	NE2	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=b5dd1535e68847669b989bb784a4a711	Education	4
Economic empowerment	Italy: gender differences and trends in reading as a leisure activity	f1d33b9809db4d27a1c94bab209b4011	NW36	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=f1d33b9809db4d27a1c94bab209b4011	Education	5
Education	Information and communications technology (ICT) skills	86be0ea0f78b46b19e8c5cf3c519e66e	NE5	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=86be0ea0f78b46b19e8c5cf3c519e66e	Education	6
Education	Enrolment in technical and vocational programmes	145fff1d87b04bd5a777f6b1b6f702aa	NE13	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=145fff1d87b04bd5a777f6b1b6f702aa	Education	7
Education	Out-of-school children, adolescents and youth	7b2391b3dbc341a68b9724c0266a1bf5	NE3	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=7b2391b3dbc341a68b9724c0266a1bf5	Education	8
Education	School completion at primary and secondary levels of education	ef080130f70043aa994ac0a0db8d3610	NE6	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=ef080130f70043aa994ac0a0db8d3610	Education	9
Education	The impact of birth registration on educational outcomes in Pakistan [ESCAP]	70313ed764fe46a5a7be4f47da03c099	NE4	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=70313ed764fe46a5a7be4f47da03c099	Education	10
Education	Students experiencing bullying	3d6d44621adf458f82a76c75ed89dd89	NE17	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=3d6d44621adf458f82a76c75ed89dd89	Education	11
Education	Schools with access to single-sex basic sanitation	6c55c2d7077346ecba2e628e88588de2	NE12	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=6c55c2d7077346ecba2e628e88588de2	Education	12
Education	Schools providing life skills-based HIV and sexuality education	16fd3d35d4124b5891509f9970597e8b	NE18	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=16fd3d35d4124b5891509f9970597e8b	Education	13
Education	Gross enrolment ratio in tertiary education	11a30d2e3cfb4e428a5124534a0ee81c	NE10	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=11a30d2e3cfb4e428a5124534a0ee81c	Education	14
Education	Female graduates in science, technology, engineering and mathematics at the tertiary level of education	205f074abfa7482487614a3536f9c10c	NE15	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=205f074abfa7482487614a3536f9c10c	Education	15
Education	Canada: female graduates in science, technology, engineering and mathematics (STEM) at the tertiary level of education	151a7495899e42db912137dd038a372a	NE20	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=151a7495899e42db912137dd038a372a	Education	16
Economic empowerment	Use of the Internet and mobile phone ownership among women and men [ITU]	d6a2f8291c9c4b60a80431f65cf104af	NW28	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=d6a2f8291c9c4b60a80431f65cf104af	Education	17
Education	Female researchers active in research and development (R&D)	8d6654cc3155423f9c2b77249b4e670e	NE8	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=8d6654cc3155423f9c2b77249b4e670e	Education	18
Education	Women teachers and professors at tertiary levels of education	62b37a3b6370443eb3dd266133da51e4	NE16	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=62b37a3b6370443eb3dd266133da51e4	Education	19
Education	Youth and adult literacy rates	08b27f9cb612469db1c6e84288552962	NE7	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=08b27f9cb612469db1c6e84288552962	Education	20
Education	Educational attainment	cf33cdf262c349438b4656d9bc6f09ad	NE21	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=cf33cdf262c349438b4656d9bc6f09ad	Education	21
Education	Lifelong learning	29acc45325554026a7ef54e865544201	NE19	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=29acc45325554026a7ef54e865544201	Education	22
Education	Gross enrolment ratio in secondary education	c4c41eff64624689abe8b2bfe170f93e	NE9	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=c4c41eff64624689abe8b2bfe170f93e	Education	23
Health	Life expectancy and causes of death	f8555d8e5c944ba2a9ae0dde6152624c	NH5	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=f8555d8e5c944ba2a9ae0dde6152624c	Health	1
Health	Gender and selected communicable diseases: HIV/AIDS and tuberculosis	4086d9f255f7404e9e6d3a949ec42417	NH10	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=4086d9f255f7404e9e6d3a949ec42417	Health	2
Health	Coronavirus-19,gender and health	2546f9aed54c4f1d8d07e65f99a55365	NH12	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=2546f9aed54c4f1d8d07e65f99a55365	Health	3
Health	Deaths among people aged 30&ndash;70 from non-communicable diseases (premature mortality)	b4595513eee24d9aa4a7677b2e2d6784	NH9	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=b4595513eee24d9aa4a7677b2e2d6784	Health	4
Health	Health risk factors	022ab89e10d04700901ced2a133eda86	NH6	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=022ab89e10d04700901ced2a133eda86	Health	5
Health	Deaths caused by injury	b0c1d58d7f044717985af52c7b6ad2ab	NH8	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=b0c1d58d7f044717985af52c7b6ad2ab	Health	6
Environment	Women and the environment in Asia and the Pacific [UN Women]	4f1ffd03d6ee472dabbb94fb89f53c8d	NN2	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=4f1ffd03d6ee472dabbb94fb89f53c8d	Health	7
Health	Menstrual health and hygiene [UNICEF]	d89286ad65354bbb8512329412dad320	NH13	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=d89286ad65354bbb8512329412dad320	Health	8
Health	Women's health in their reproductive years	3e45b6c8a7ee424380dc7d8514ac43bf	NH7	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=3e45b6c8a7ee424380dc7d8514ac43bf	Health	9
Health	Ghana: skilled health-care assistance in childbirth	b230e6e6cb2c4aafa07ab2c598eceb09	NH1	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=b230e6e6cb2c4aafa07ab2c598eceb09	Health	10
Health	Women's decision-making on andequalaccess to sexual and reproductive health [UNFPA]	9e5c189d5ee042c1b7f051ece189f018	NH14	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=9e5c189d5ee042c1b7f051ece189f018	Health	11
Health	Leading causes of death among women and men aged 50 and older	527e660cda4c470980fca8eca7b2c3fc	NH11	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=527e660cda4c470980fca8eca7b2c3fc	Health	12
Population and families	Composition of population by age and sex	42d54194289c4881bff4056c2aea4629	NP19	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=42d54194289c4881bff4056c2aea4629	Population and Families	1
Population and families	Life expectancy at 65 and 80 years by sex	536c080d27194e38931fc638612c1f68	NP3	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=536c080d27194e38931fc638612c1f68	Population and Families	2
Population and families	Mean age at first marriage; child marriage; and adolescent birth rate	f13f7dc3b9744d5489e7ae3e87c57d71	NP21	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=f13f7dc3b9744d5489e7ae3e87c57d71	Population and Families	3
Population and families	Jordan: child marriage	19d870d066d44d01a23b14aba3dac695	NP25	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=19d870d066d44d01a23b14aba3dac695	Population and Families	4
Population and families	Average number of children; age at childbirth; and childlessness	e6d6e1525ef247ef8033c1d0fd0b3a59	NP23	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=e6d6e1525ef247ef8033c1d0fd0b3a59	Population and Families	5
Population and families	Finland: mean age at birth of first child by sex; total fertility rates; living arrangements for children	e3c0f6663f714d0188ab21ad58a16a44	NP26	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=e3c0f6663f714d0188ab21ad58a16a44	Population and Families	6
Population and families	Divorced, separated and widowed women and men	a561bd3799104b75b968038fce5fd052	NP22	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=a561bd3799104b75b968038fce5fd052	Population and Families	7
Population and families	One-parent households	d5b5980632a8472a91211a7e94abcfb8	NP18	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=d5b5980632a8472a91211a7e94abcfb8	Population and Families	8
Population and families	Proportion of older women; proportion living alone	ff20e9ee998f4c8ea43813616acbabe4	NP20	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=ff20e9ee998f4c8ea43813616acbabe4	Population and Families	9
Population and families	Women and girls in forced displacement [UNHCR & IDMC]	4f42e2b5f58442eb944f57ef22a4c036	NP7	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=4f42e2b5f58442eb944f57ef22a4c036	Population and Families	10
Power and decision making	Women in national parliaments	abc5dcf8f01342adbc9578b4677e4832	ND6	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=abc5dcf8f01342adbc9578b4677e4832	Power and Decision Making	1
Power and decision making	Mexico: women in the national parliament and in local government	1e9b7eb1a122470cae88c09a0dc8b3e9	ND7	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=1e9b7eb1a122470cae88c09a0dc8b3e9	Power and Decision Making	2
Power and decision making	Factors affecting women's representation in parliament	6f07e55314bc405cb8452043f57f60bf	ND5	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=6f07e55314bc405cb8452043f57f60bf	Power and Decision Making	3
Economic empowerment	Women Heads of State or Government and Government Ministers	b028c9ec771e4cb8ae93239e69ea0df5	ND3	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=b028c9ec771e4cb8ae93239e69ea0df5	Power and Decision Making	4
Power and decision-making	Women in the civil service	37fa373e01954551a8aaf81a62b3e15c	ND4	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=37fa373e01954551a8aaf81a62b3e15c	Power and Decision Making	5
Power and decision-making	Women in local government [UN Women]	b61f8ad6e9644b4d8bc4949a107dea56	ND9	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=b61f8ad6e9644b4d8bc4949a107dea56	Power and Decision Making	6
Power and decision-making	Women in managerial positions	0d1ff2530f17451bb8437c6ea584282e	ND1	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=0d1ff2530f17451bb8437c6ea584282e	Power and Decision Making	7
Power and decision making	Women as decision makers in the corporate world	894bed8498eb449a983af8b33a7125f3	ND2	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=894bed8498eb449a983af8b33a7125f3	Power and Decision Making	8
Power and decision making	Women in politics and decision-making positions in Africa [ECA]	ac58f456b4514f8db9d096a4710711da	ND10	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=ac58f456b4514f8db9d096a4710711da	Power and Decision Making	9
Power and decision making	Financial decision-making in the household [ECE]	2bc82de401c344b5a2ac90acc7da6299	ND11	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=2bc82de401c344b5a2ac90acc7da6299	Power and Decision Making	10
Environment	Gender and the environment: an overview of issues and methodologies	2d82d6cb0a0f4ebb9e6a6540f8e96719	NN1	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=2d82d6cb0a0f4ebb9e6a6540f8e96719	Power and Decision Making	11
Economic empowerment	Time spent in unpaid work; total work burden; and work-life balance	6f02cbbfb8d34cb7806d21f4bd14e826	NW25	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=6f02cbbfb8d34cb7806d21f4bd14e826	Time Use	1
Economic empowerment	Unpaid work and income poverty in countries in the Latin America and the Caribbean region [ECLAC]	a96b50d9213f4da4897f149d6ec339be	NW29	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=a96b50d9213f4da4897f149d6ec339be	Time Use	2
Economic empowerment	Mexico: economic impact of unpaid work on households	e254648c49d04717a98b44d8b203864b	NW7	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=e254648c49d04717a98b44d8b203864b	Time Use	3
Economic empowerment	Colombia: total workload of women and men; discriminatory attitudes towards women in the workplace; and unemployment	ac2f22fca7014384bd63d3f9384fd2e5	NW16	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=ac2f22fca7014384bd63d3f9384fd2e5	Time Use	4
Economic empowerment	Italy: behaviour and activities during the Coronavirus-19 lockdown: a gender approach	1c1d1fac8ddf47e3a0995cce1388b780	NW30	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=1c1d1fac8ddf47e3a0995cce1388b780	Time Use	5
Violenceagainst women and the girl child	Intimate partner violence	50dd1b2d6167437693178836261522e6	NV1	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=50dd1b2d6167437693178836261522e6	Violence Against Women and the Girl Child	1
Violenceagainst women and the girl child	Intimate partner and family-related homicide	f59163868d1d48d59723c8686af8a37b	NV7	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=f59163868d1d48d59723c8686af8a37b	Violence Against Women and the Girl Child	2
Violenceagainst women and the girl child	Femicide in Latin America and the Caribbean [ECLAC]	1e0b01c9ef34415bac07df60c1aa30c0	NV8	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=1e0b01c9ef34415bac07df60c1aa30c0	Violence Against Women and the Girl Child	3
Violence against women and the girl child	Kazakhstan: intimate partner violence	1a681d36cf6a43abb231def74d0d85fe	NV13	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=1a681d36cf6a43abb231def74d0d85fe	Violence Against Women and the Girl Child	4
Violenceagainst women and the girl child	Mexico: intimate partner violence	38ae8ce54de548f4bf6035f6ebacfc2e	NV14	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=38ae8ce54de548f4bf6035f6ebacfc2e	Violence Against Women and the Girl Child	5
Violenceagainst women and the girl child	Sexual violence by non-intimate partners	e4db21be88f5489db915cc75d14c8fde	NV2	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=e4db21be88f5489db915cc75d14c8fde	Violence Against Women and the Girl Child	6
Violenceagainst women and the girl child	Sexual violence in childhood	1dc2ad5ad619470ba1e998dcfc71db0a	NV3	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=1dc2ad5ad619470ba1e998dcfc71db0a	Violence Against Women and the Girl Child	7
Violenceagainst women and the girl child	Female genital mutilation	a362d61f439e47e1910069936cac3da3	NV5	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=a362d61f439e47e1910069936cac3da3	Violence Against Women and the Girl Child	8
Violence against women and the girl child: Power and decision making	Women judges	1335cc5daa22445d9643ea04088a850a	NV10	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=1335cc5daa22445d9643ea04088a850a	Violence Against Women and the Girl Child	9
Violence against women and the girl child	Women in the police	1e36dc844718461b8a18ebf3e8a15858	NV11	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=1e36dc844718461b8a18ebf3e8a15858	Violence Against Women and the Girl Child	10
Violence against women and the girl child	Attitudes towards physical violence against women	f47f85a0e8d64a01a8d9613ad30b84cf	NV12	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=f47f85a0e8d64a01a8d9613ad30b84cf	Violence Against Women and the Girl Child	11
Violenceagainst women and the girl child	Laws on domestic violence	2426cee78ed34941a4f8eb70de3ac6da	NV9	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=2426cee78ed34941a4f8eb70de3ac6da	Violence Against Women and the Girl Child	12
