SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y00T09	under 10 years old	42.98270633844341	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y00T09	under 10 years old	57.01729366155659	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y10T19	10 to 19 years old	46.781035290128514	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y10T19	10 to 19 years old	53.218964709871486	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y20T29	20 to 29 years old	56.18073209526908	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y20T29	20 to 29 years old	43.81926790473091	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y30T39	30 to 39 years old	55.07383851646978	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y30T39	30 to 39 years old	44.92616148353024	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y40T49	40 to 49 years old	56.98645404822217	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y40T49	40 to 49 years old	43.01354595177783	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y50T59	50 to 59 years old	58.459153761168025	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y50T59	50 to 59 years old	41.54084623883197	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y60T69	60 to 69 years old	55.601478386785644	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y60T69	60 to 69 years old	44.39852161321436	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y70T79	70 to 79 years old	54.13725350285834	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y70T79	70 to 79 years old	45.86274649714166	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	F	Female	Y_GE80	80 years old and over	67.8720974779983	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	0	Global	nan	nan	1	World	2020	M	Male	Y_GE80	80 years old and over	32.12790252200172	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	66.02688198	33.83160199	4	Afghanistan	2020	F	Female	_T	All age ranges or no breakdown by age	29.56	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	66.02688198	33.83160199	4	Afghanistan	2020	M	Male	_T	All age ranges or no breakdown by age	70.44	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2020	F	Female	_T	All age ranges or no breakdown by age	52.0	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2020	M	Male	_T	All age ranges or no breakdown by age	48.0	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	2020	F	Female	_T	All age ranges or no breakdown by age	51.41	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	2020	M	Male	_T	All age ranges or no breakdown by age	48.59	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	14.14172472	47.58704857	40	Austria	2020	F	Female	_T	All age ranges or no breakdown by age	49.0	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	14.14172472	47.58704857	40	Austria	2020	M	Male	_T	All age ranges or no breakdown by age	51.0	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2020	F	Female	_T	All age ranges or no breakdown by age	28.999999999999996	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2020	M	Male	_T	All age ranges or no breakdown by age	71.0	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	4.660976456	50.64104975	56	Belgium	2020	F	Female	_T	All age ranges or no breakdown by age	59.28	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	4.660976456	50.64104975	56	Belgium	2020	M	Male	_T	All age ranges or no breakdown by age	40.72	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	90.45098484	27.39598568	64	Bhutan	2020	F	Female	_T	All age ranges or no breakdown by age	34.22	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	90.45098484	27.39598568	64	Bhutan	2020	M	Male	_T	All age ranges or no breakdown by age	65.78	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	17.78584332	44.16845548	70	Bosnia and Herzegovina	2020	F	Female	_T	All age ranges or no breakdown by age	48.4	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	17.78584332	44.16845548	70	Bosnia and Herzegovina	2020	M	Male	_T	All age ranges or no breakdown by age	51.6	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2020	F	Female	_T	All age ranges or no breakdown by age	43.419999999999995	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2020	M	Male	_T	All age ranges or no breakdown by age	56.58	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2020	F	Female	_T	All age ranges or no breakdown by age	19.2	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2020	M	Male	_T	All age ranges or no breakdown by age	80.80000000000001	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	2020	F	Female	_T	All age ranges or no breakdown by age	54.910000000000004	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	2020	M	Male	_T	All age ranges or no breakdown by age	45.09	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	-23.63544151	15.07791834	132	Cabo Verde	2020	F	Female	_T	All age ranges or no breakdown by age	50.51	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	-23.63544151	15.07791834	132	Cabo Verde	2020	M	Male	_T	All age ranges or no breakdown by age	49.49	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	-71.23029019	-35.2652885	152	Chile	2020	F	Female	_T	All age ranges or no breakdown by age	48.809999999999995	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	-71.23029019	-35.2652885	152	Chile	2020	M	Male	_T	All age ranges or no breakdown by age	51.190000000000005	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	104.1403375	32.30955217	156	China	2020	F	Female	_T	All age ranges or no breakdown by age	48.9	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	104.1403375	32.30955217	156	China	2020	M	Male	_T	All age ranges or no breakdown by age	51.1	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	-73.07446751	3.888209046	170	Colombia	2020	F	Female	_T	All age ranges or no breakdown by age	47.089999999999996	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	-73.07446751	3.888209046	170	Colombia	2020	M	Male	_T	All age ranges or no breakdown by age	52.910000000000004	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2020	F	Female	_T	All age ranges or no breakdown by age	46.68	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
S_0462	Share of COVID-19 incidence by sex (percentage)	G	Global	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2020	M	Male	_T	All age ranges or no breakdown by age	53.32	PT	Percent	0	Units	nan	nan	Global health 5050 Covid 19 overview and resources	https://globalhealth5050.org/covid19/age-and-sex-data/.	nan	nan
