SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	ICT_SKILL	ICT_SKILL_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	Y_GE15	15 years old and over	COPA	Using copy and paste tools to duplicate or move information within a document	45.51979	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Eurostat
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	Y_GE15	15 years old and over	EPRS	Creating electronic presentations with presentation software	8.1937	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Eurostat
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	Y_GE15	15 years old and over	CMFL	Copying or moving a file or folder	50.0924	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Eurostat
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	Y_GE15	15 years old and over	INST	Connecting and installing new devices	15.582189999999999	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Eurostat
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	M	Male	Y_GE15	15 years old and over	COPA	Using copy and paste tools to duplicate or move information within a document	45.99491	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Eurostat
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	M	Male	Y_GE15	15 years old and over	ARSP	Using basic arithmetic formula in a spreadsheet	26.901090000000003	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Eurostat
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	M	Male	Y_GE15	15 years old and over	PCPR	Writing a computer program using a specialized programming language	5.69872	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Eurostat
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	M	Male	Y_GE15	15 years old and over	TRAF	Transferring files between a computer and other devices	35.47072	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Eurostat
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	M	Male	Y_GE15	15 years old and over	EPRS	Creating electronic presentations with presentation software	10.0377	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Eurostat
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	M	Male	Y_GE15	15 years old and over	CMFL	Copying or moving a file or folder	51.16298	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Eurostat
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	M	Male	Y_GE15	15 years old and over	INST	Connecting and installing new devices	24.82421	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Eurostat
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	PCPR	Writing a computer program using a specialized programming language	1.99747	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	TRAF	Transferring files between a computer and other devices	42.05422	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	EPRS	Creating electronic presentations with presentation software	17.77392	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2015	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	CMFL	Copying or moving a file or folder	43.88899	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	CMFL	Copying or moving a file or folder	38.47206	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	PCPR	Writing a computer program using a specialized programming language	1.04047	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	TRAF	Transferring files between a computer and other devices	36.30495	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	EPRS	Creating electronic presentations with presentation software	13.95785	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	F	Female	Y_GE15	15 years old and over	EPRS	Creating electronic presentations with presentation software	14.37326	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	F	Female	Y_GE15	15 years old and over	CMFL	Copying or moving a file or folder	38.11307	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	F	Female	Y_GE15	15 years old and over	PCPR	Writing a computer program using a specialized programming language	0.52646	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	F	Female	Y_GE15	15 years old and over	TRAF	Transferring files between a computer and other devices	35.72404	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	M	Male	Y_GE15	15 years old and over	CMFL	Copying or moving a file or folder	38.84055	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	M	Male	Y_GE15	15 years old and over	PCPR	Writing a computer program using a specialized programming language	1.5681	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	M	Male	Y_GE15	15 years old and over	TRAF	Transferring files between a computer and other devices	36.90125	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	M	Male	Y_GE15	15 years old and over	EPRS	Creating electronic presentations with presentation software	13.53144	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2017	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	PCPR	Writing a computer program using a specialized programming language	1.23109	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2017	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	TRAF	Transferring files between a computer and other devices	44.40031	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2017	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	EPRS	Creating electronic presentations with presentation software	14.9968	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2017	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	CMFL	Copying or moving a file or folder	44.29312	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2017	F	Female	Y_GE15	15 years old and over	PCPR	Writing a computer program using a specialized programming language	0.6109899999999999	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2017	F	Female	Y_GE15	15 years old and over	TRAF	Transferring files between a computer and other devices	43.04265	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2017	F	Female	Y_GE15	15 years old and over	EPRS	Creating electronic presentations with presentation software	15.34631	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2017	F	Female	Y_GE15	15 years old and over	CMFL	Copying or moving a file or folder	43.4791	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2017	M	Male	Y_GE15	15 years old and over	PCPR	Writing a computer program using a specialized programming language	1.8677400000000002	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2017	M	Male	Y_GE15	15 years old and over	TRAF	Transferring files between a computer and other devices	45.7941	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2017	M	Male	Y_GE15	15 years old and over	EPRS	Creating electronic presentations with presentation software	14.638020000000001	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2017	M	Male	Y_GE15	15 years old and over	CMFL	Copying or moving a file or folder	45.1288	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Statistical Institute
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2014	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	EMAIL	Sending e-mails with attached files	0.01383	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Institut de Statistiques et d'tudes Economiques
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	EMAIL	Sending e-mails with attached files	1.93125	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Institut de Statistiques et d'tudes Economiques
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	PCPR	Writing a computer program using a specialized programming language	2.3889299999999998	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	COPA	Using copy and paste tools to duplicate or move information within a document	36.5678	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SOFT	Finding, downloading, installing and configuring software	24.46847	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	CMFL	Copying or moving a file or folder	40.21024	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	ARSP	Using basic arithmetic formula in a spreadsheet	17.60136	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	TRAF	Transferring files between a computer and other devices	38.50005	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	EMAIL	Sending e-mails with attached files	33.99069	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	EPRS	Creating electronic presentations with presentation software	12.2135	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	INST	Connecting and installing new devices	20.84866	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	F	Female	Y_GE15	15 years old and over	COPA	Using copy and paste tools to duplicate or move information within a document	37.773709999999994	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	F	Female	Y_GE15	15 years old and over	SOFT	Finding, downloading, installing and configuring software	20.45611	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	F	Female	Y_GE15	15 years old and over	CMFL	Copying or moving a file or folder	40.93188	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	F	Female	Y_GE15	15 years old and over	ARSP	Using basic arithmetic formula in a spreadsheet	18.29731	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	F	Female	Y_GE15	15 years old and over	TRAF	Transferring files between a computer and other devices	37.42219	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	F	Female	Y_GE15	15 years old and over	EMAIL	Sending e-mails with attached files	35.16768	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	F	Female	Y_GE15	15 years old and over	PCPR	Writing a computer program using a specialized programming language	1.44176	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	F	Female	Y_GE15	15 years old and over	INST	Connecting and installing new devices	16.98826	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	F	Female	Y_GE15	15 years old and over	EPRS	Creating electronic presentations with presentation software	12.72919	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	M	Male	Y_GE15	15 years old and over	PCPR	Writing a computer program using a specialized programming language	3.6529300000000005	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	M	Male	Y_GE15	15 years old and over	COPA	Using copy and paste tools to duplicate or move information within a document	34.958529999999996	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	M	Male	Y_GE15	15 years old and over	ARSP	Using basic arithmetic formula in a spreadsheet	16.672620000000002	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	M	Male	Y_GE15	15 years old and over	SOFT	Finding, downloading, installing and configuring software	29.82293	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	M	Male	Y_GE15	15 years old and over	EPRS	Creating electronic presentations with presentation software	11.525319999999999	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	M	Male	Y_GE15	15 years old and over	TRAF	Transferring files between a computer and other devices	39.93843	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	M	Male	Y_GE15	15 years old and over	EMAIL	Sending e-mails with attached files	32.42	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	M	Male	Y_GE15	15 years old and over	INST	Connecting and installing new devices	26.000320000000002	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2018	M	Male	Y_GE15	15 years old and over	CMFL	Copying or moving a file or folder	39.2472	PT	Percent	0	Units	nan	nan	SDG	nan	nan	Национальный статистический комитет Республики Беларусь
S_0290	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (percent)	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2017	_T	Both sexes or no breakdown by sex	Y_GE15	15 years old and over	SOFT	Finding, downloading, installing and configuring software	0.63183	PT	Percent	0	Units	nan	nan	SDG	nan	nan	National Institute of Statistics
