SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	MINISTER_PORTFOLIO	MINISTER_PORTFOLIO_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1300	Countries with a female Head Government	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2019	F	Female	_T	Total	1.0	NUMBER	Number	0	Units	nan	nan	Women in Politics 2020, IPU & UN Women	nan	As of 1 January 2020	nan
S_1300	Countries with a female Head Government	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2019	F	Female	_T	Total	1.0	NUMBER	Number	0	Units	nan	nan	Women in Politics 2020, IPU & UN Women	nan	As of 1 January 2020	nan
S_1300	Countries with a female Head Government	G	Global	4	Country or Area	-19.02116966	64.79134763	352	Iceland	2019	F	Female	_T	Total	1.0	NUMBER	Number	0	Units	nan	nan	Women in Politics 2020, IPU & UN Women	nan	As of 1 January 2020	nan
S_1300	Countries with a female Head Government	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2019	F	Female	_T	Total	1.0	NUMBER	Number	0	Units	nan	nan	Women in Politics 2020, IPU & UN Women	nan	As of 1 January 2020	nan
S_1300	Countries with a female Head Government	G	Global	4	Country or Area	-59.53464889999999	13.13648273	52	Barbados	2019	F	Female	_T	Total	1.0	NUMBER	Number	0	Units	nan	nan	Women in Politics 2020, IPU & UN Women	nan	As of 1 January 2020	nan
S_1300	Countries with a female Head Government	G	Global	4	Country or Area	170.47556730000002	-43.98721568	554	New Zealand	2019	F	Female	_T	Total	1.0	NUMBER	Number	0	Units	nan	nan	Women in Politics 2020, IPU & UN Women	nan	As of 1 January 2020	nan
S_1300	Countries with a female Head Government	G	Global	4	Country or Area	11.47846389	61.34311134	578	Norway	2019	F	Female	_T	Total	1.0	NUMBER	Number	0	Units	nan	nan	Women in Politics 2020, IPU & UN Women	nan	As of 1 January 2020	nan
S_1300	Countries with a female Head Government	G	Global	4	Country or Area	-64.66224284	-16.71273412	68	Bolivia (Plurinational State of)	2019	F	Female	_T	Total	1.0	NUMBER	Number	0	Units	nan	nan	Women in Politics 2020, IPU & UN Women	nan	As of 1 January 2020	nan
S_1300	Countries with a female Head Government	G	Global	4	Country or Area	20.805876	44.03145697	688	Serbia	2019	F	Female	_T	Total	1.0	NUMBER	Number	0	Units	nan	nan	Women in Politics 2020, IPU & UN Women	nan	As of 1 January 2020	nan
S_1300	Countries with a female Head Government	G	Global	4	Country or Area	8.223158	46.96617097	756	Switzerland	2019	F	Female	_T	Total	1.0	NUMBER	Number	0	Units	nan	nan	Women in Politics 2020, IPU & UN Women	nan	As of 1 January 2020	nan
S_1300	Countries with a female Head Government	G	Global	4	Country or Area	nan	nan	56	Belgium	2019	F	Female	_T	Total	1.0	NUMBER	Number	0	Units	nan	nan	Women in Politics 2020, IPU & UN Women	nan	As of 1 January 2020	nan
S_1300	Countries with a female Head Government	G	Global	4	Country or Area	nan	nan	208	Denmark	2019	F	Female	_T	Total	1.0	NUMBER	Number	0	Units	nan	nan	Women in Politics 2020, IPU & UN Women	nan	As of 1 January 2020	nan
