SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1982	F	Female	_T	All age ranges or no breakdown by age	25.5	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1982	M	Male	_T	All age ranges or no breakdown by age	27.8	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1983	F	Female	_T	All age ranges or no breakdown by age	25.7	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1983	M	Male	_T	All age ranges or no breakdown by age	28.0	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1984	F	Female	_T	All age ranges or no breakdown by age	25.8	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1984	M	Male	_T	All age ranges or no breakdown by age	28.2	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1985	F	Female	_T	All age ranges or no breakdown by age	26.1	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1985	M	Male	_T	All age ranges or no breakdown by age	28.4	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1986	F	Female	_T	All age ranges or no breakdown by age	26.2	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1986	M	Male	_T	All age ranges or no breakdown by age	28.5	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1987	F	Female	_T	All age ranges or no breakdown by age	26.5	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1987	M	Male	_T	All age ranges or no breakdown by age	28.7	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1988	F	Female	_T	All age ranges or no breakdown by age	26.6	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
S_0140	Mean age at first birth for first time parents by sex	N	National	4	Country or Area	23.308447	61.91586738	246	Finland	1988	M	Male	_T	All age ranges or no breakdown by age	28.7	YR	Years	0	Units	nan	nan	Births, Statistic Finland	nan	nan	nan
