SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2000	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	70.67	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	1995-2000	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2005	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	72.25	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2000-2005	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2010	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	73.45	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2005-2010	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2015	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	74.44	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2010-2015	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2020	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	75.0	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2015-2020	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	1	Region	nan	nan	513	Europe and Northern America	2000	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	74.07	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	1995-2000	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	1	Region	nan	nan	513	Europe and Northern America	2005	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	74.79	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2000-2005	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	1	Region	nan	nan	513	Europe and Northern America	2010	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	76.16	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2005-2010	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	1	Region	nan	nan	513	Europe and Northern America	2015	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	77.75	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2010-2015	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	1	Region	nan	nan	513	Europe and Northern America	2020	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	79.0	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2015-2020	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2000	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	78.63	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	1995-2000	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2005	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	80.12	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2000-2005	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2010	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	81.28	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2005-2010	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2015	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	82.19	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2010-2015	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2020	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	83.0	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2015-2020	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2000	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	61.33	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	1995-2000	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2005	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	62.39	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2000-2005	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2010	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	63.71	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2005-2010	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2015	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	64.99	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2010-2015	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2020	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	66.0	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2015-2020	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2000	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	61.97	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	1995-2000	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2005	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	64.0	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2000-2005	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2010	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	65.92	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2005-2010	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2015	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	68.04	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2010-2015	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2020	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	69.0	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2015-2020	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2000	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	67.82	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	1995-2000	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2005	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	69.5	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2000-2005	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2010	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	71.07	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2005-2010	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2015	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	72.31	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2010-2015	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2020	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	73.0	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2015-2020	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2000	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	70.4	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	1995-2000	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2005	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	71.97	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2000-2005	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2010	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	73.44	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2005-2010	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2015	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	74.88	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2010-2015	nan
S_0410	Life expectancy at birth by sex, over time	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2020	_T	Both sexes or no breakdown by sex	_T	All age ranges or no breakdown by age	76.0	YR	Years	0	Units	nan	nan	World population prospects 2019	nan	2015-2020	nan
