SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	139.27161030000002	36.6554539	392	Japan	2019	F	Female	Y_GE65	65 years old and over	56.39083730824803	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	139.27161030000002	36.6554539	392	Japan	2019	F	Female	Y_GE80	80 old and over	63.93889481425909	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	66.65359159	48.01963494	398	Kazakhstan	2019	F	Female	Y_GE65	65 years old and over	64.52795933922192	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	66.65359159	48.01963494	398	Kazakhstan	2019	F	Female	Y_GE80	80 old and over	71.76929077617335	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	37.86096816	0.534797278	404	Kenya	2019	F	Female	Y_GE65	65 years old and over	57.97070621125562	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	37.86096816	0.534797278	404	Kenya	2019	F	Female	Y_GE80	80 old and over	65.24002273388875	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	127.8610254	36.45201023	410	Republic of Korea	2019	F	Female	Y_GE65	65 years old and over	56.80014624740762	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	127.8610254	36.45201023	410	Republic of Korea	2019	F	Female	Y_GE80	80 old and over	66.87531383277911	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2019	F	Female	Y_GE65	65 years old and over	56.13990685968139	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2019	F	Female	Y_GE80	80 old and over	61.154413608005505	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2019	F	Female	Y_GE65	65 years old and over	55.14910003643776	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2019	F	Female	Y_GE80	80 old and over	58.40627589831106	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2019	F	Female	Y_GE65	65 years old and over	60.96624407427104	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2019	F	Female	Y_GE80	80 old and over	64.89387229772474	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	1	Region	nan	nan	513	Europe and Northern America	2019	F	Female	Y_GE65	65 years old and over	57.71914620165314	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	1	Region	nan	nan	513	Europe and Northern America	2019	F	Female	Y_GE80	80 old and over	63.89848107280777	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	83.94678863	28.25866332	524	Nepal	2019	F	Female	Y_GE65	65 years old and over	54.582880630809676	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	83.94678863	28.25866332	524	Nepal	2019	F	Female	Y_GE80	80 old and over	55.61316348770154	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2019	F	Female	Y_GE65	65 years old and over	53.07583335448983	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2019	F	Female	Y_GE80	80 old and over	57.65232154055079	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2019	F	Female	Y_GE65	65 years old and over	53.31449170542177	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2019	F	Female	Y_GE80	80 old and over	56.62043098262623	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	120.86014180000001	14.16591706	608	Philippines	2019	F	Female	Y_GE65	65 years old and over	58.195459989714756	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	120.86014180000001	14.16591706	608	Philippines	2019	F	Female	Y_GE80	80 old and over	67.50228013884241	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	19.40660158	52.122673299999995	616	Poland	2019	F	Female	Y_GE65	65 years old and over	60.311497849483	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	19.40660158	52.122673299999995	616	Poland	2019	F	Female	Y_GE80	80 old and over	68.95345801524527	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2019	F	Female	Y_GE65	65 years old and over	51.678360825037366	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2019	F	Female	Y_GE80	80 old and over	54.58488445983854	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	99.01404926	61.61899849	643	Russian Federation	2019	F	Female	Y_GE65	65 years old and over	66.91222544909239	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	99.01404926	61.61899849	643	Russian Federation	2019	F	Female	Y_GE80	80 old and over	75.72092967330728	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	-14.46636926	14.35920905	686	Senegal	2019	F	Female	Y_GE65	65 years old and over	57.94717304999547	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	-14.46636926	14.35920905	686	Senegal	2019	F	Female	Y_GE80	80 old and over	60.42349259132476	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	105.802499	10.09643079	704	Viet Nam	2019	F	Female	Y_GE65	65 years old and over	60.441858229641525	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	105.802499	10.09643079	704	Viet Nam	2019	F	Female	Y_GE80	80 old and over	67.7688607143259	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	24.67184355	-29.99957544	710	South Africa	2019	F	Female	Y_GE65	65 years old and over	60.6493194494388	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	24.67184355	-29.99957544	710	South Africa	2019	F	Female	Y_GE80	80 old and over	69.56760883274775	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2019	F	Female	Y_GE65	65 years old and over	54.736362175137074	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2019	F	Female	Y_GE80	80 old and over	60.672708632668545	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2019	F	Female	Y_GE65	65 years old and over	54.3837998327786	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2019	F	Female	Y_GE80	80 old and over	61.96238853971509	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition.	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2019	F	Female	Y_GE65	65 years old and over	56.958766716688054	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2019	F	Female	Y_GE80	80 old and over	62.75780368821843	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	101.02029509999998	15.13089239	764	Thailand	2019	F	Female	Y_GE65	65 years old and over	56.413812334042724	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	101.02029509999998	15.13089239	764	Thailand	2019	F	Female	Y_GE80	80 old and over	60.78325027001002	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	9.572737411	34.11439971	788	Tunisia	2019	F	Female	Y_GE65	65 years old and over	55.06044845717685	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	9.572737411	34.11439971	788	Tunisia	2019	F	Female	Y_GE80	80 old and over	59.99830705956162	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	35.42890329	38.9899684	792	Turkey	2019	F	Female	Y_GE65	65 years old and over	57.75779214401064	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	35.42890329	38.9899684	792	Turkey	2019	F	Female	Y_GE80	80 old and over	63.29855076787673	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	31.40270802	49.00735945	804	Ukraine	2019	F	Female	Y_GE65	65 years old and over	66.62526811140698	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	31.40270802	49.00735945	804	Ukraine	2019	F	Female	Y_GE80	80 old and over	74.44496121044331	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	29.77468534	26.57438204	818	Egypt	2019	F	Female	Y_GE65	65 years old and over	55.08652264309739	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	29.77468534	26.57438204	818	Egypt	2019	F	Female	Y_GE80	80 old and over	62.40079494960868	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	34.80521182	-6.265332606	834	United Republic of Tanzania	2019	F	Female	Y_GE65	65 years old and over	57.5637045025511	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
S_0040	Share of women among older persons aged 65+ and 80+	G	Global	4	Country or Area	34.80521182	-6.265332606	834	United Republic of Tanzania	2019	F	Female	Y_GE80	80 old and over	64.53882900538952	PT	Percent	0	Units	nan	nan	World Population Prospects, 2019	nan	nan	nan
