SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	1996	M	Male	Y23	23 years old	_T	Total	12.7	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), 1996. National Survey of Occupation and Employment, (ENOE), 2019 INEGI.	nan	nan	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	1996	M	Male	Y24	24 years old	_T	Total	10.5	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), 1996. National Survey of Occupation and Employment, (ENOE), 2019 INEGI.	nan	nan	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	1996	F	Female	Y15	15 years old	_T	Total	60.4	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), 1996. National Survey of Occupation and Employment, (ENOE), 2019 INEGI.	nan	nan	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	1996	F	Female	Y16	16 years old	_T	Total	54.1	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), 1996. National Survey of Occupation and Employment, (ENOE), 2019 INEGI.	nan	nan	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	1996	F	Female	Y17	17 years old	_T	Total	42.6	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), 1996. National Survey of Occupation and Employment, (ENOE), 2019 INEGI.	nan	nan	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	1996	F	Female	Y18	18 years old	_T	Total	32.3	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), 1996. National Survey of Occupation and Employment, (ENOE), 2019 INEGI.	nan	nan	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	1996	F	Female	Y19	19 years old	_T	Total	25.4	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), 1996. National Survey of Occupation and Employment, (ENOE), 2019 INEGI.	nan	nan	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	1996	F	Female	Y20	20 years old	_T	Total	24.2	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), 1996. National Survey of Occupation and Employment, (ENOE), 2019 INEGI.	nan	nan	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	1996	F	Female	Y21	21 years old	_T	Total	16.7	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), 1996. National Survey of Occupation and Employment, (ENOE), 2019 INEGI.	nan	nan	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	1996	F	Female	Y22	22 years old	_T	Total	15.4	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), 1996. National Survey of Occupation and Employment, (ENOE), 2019 INEGI.	nan	nan	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	1996	F	Female	Y23	23 years old	_T	Total	11.7	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), 1996. National Survey of Occupation and Employment, (ENOE), 2019 INEGI.	nan	nan	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	1996	F	Female	Y24	24 years old	_T	Total	6.6	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), 1996. National Survey of Occupation and Employment, (ENOE), 2019 INEGI.	nan	nan	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2000	M	Male	Y15T24	15 to 24 years old	_T	Total	36.3	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), INEGI.	nan	1996-2002.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2000	F	Female	Y15T24	15 to 24 years old	_T	Total	32.0	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), INEGI.	nan	1996-2002.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2002	M	Male	Y15T24	15 to 24 years old	_T	Total	39.3	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), INEGI.	nan	1996-2002.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2002	F	Female	Y15T24	15 to 24 years old	_T	Total	36.2	PT	Percent	0	Units	nan	nan	National Survey of Household Income and Expenditure (ENIGH), INEGI.	nan	1996-2002.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2004	M	Male	Y15T24	15 to 24 years old	_T	Total	39.8	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2004	F	Female	Y15T24	15 to 24 years old	_T	Total	37.5	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2005	M	Male	Y15T24	15 to 24 years old	_T	Total	45.1	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2005	F	Female	Y15T24	15 to 24 years old	_T	Total	42.4	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2005	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	43.7	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2005	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	47.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2005	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	31.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2005	M	Male	Y15T24	15 to 24 years old	_T	Total	45.1	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2005	M	Male	Y15T24	15 to 24 years old	U	Urban	48.3	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2005	M	Male	Y15T24	15 to 24 years old	R	Rural	33.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2005	F	Female	Y15T24	15 to 24 years old	_T	Total	42.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2005	F	Female	Y15T24	15 to 24 years old	U	Urban	46.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2005	F	Female	Y15T24	15 to 24 years old	R	Rural	29.1	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2006	M	Male	Y15T24	15 to 24 years old	_T	Total	44.2	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2006	F	Female	Y15T24	15 to 24 years old	_T	Total	43.0	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2006	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	43.6	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2006	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	47.5	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2006	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	30.0	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2006	M	Male	Y15T24	15 to 24 years old	_T	Total	44.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2006	M	Male	Y15T24	15 to 24 years old	U	Urban	47.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2006	M	Male	Y15T24	15 to 24 years old	R	Rural	31.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2006	F	Female	Y15T24	15 to 24 years old	_T	Total	43.0	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2006	F	Female	Y15T24	15 to 24 years old	U	Urban	47.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2006	F	Female	Y15T24	15 to 24 years old	R	Rural	28.9	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2007	M	Male	Y15T24	15 to 24 years old	_T	Total	45.2	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2007	F	Female	Y15T24	15 to 24 years old	_T	Total	43.5	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2007	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	44.3	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2007	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	47.9	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2007	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	31.5	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2007	M	Male	Y15T24	15 to 24 years old	_T	Total	45.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2007	M	Male	Y15T24	15 to 24 years old	U	Urban	48.7	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2007	M	Male	Y15T24	15 to 24 years old	R	Rural	32.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2007	F	Female	Y15T24	15 to 24 years old	_T	Total	43.5	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2007	F	Female	Y15T24	15 to 24 years old	U	Urban	47.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2007	F	Female	Y15T24	15 to 24 years old	R	Rural	30.7	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2008	M	Male	Y15T24	15 to 24 years old	_T	Total	45.0	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2008	F	Female	Y15T24	15 to 24 years old	_T	Total	42.8	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2008	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	43.9	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2008	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	47.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2008	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	30.0	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2008	M	Male	Y15T24	15 to 24 years old	_T	Total	45.0	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2008	M	Male	Y15T24	15 to 24 years old	U	Urban	48.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2008	M	Male	Y15T24	15 to 24 years old	R	Rural	31.6	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2008	F	Female	Y15T24	15 to 24 years old	_T	Total	42.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2008	F	Female	Y15T24	15 to 24 years old	U	Urban	47.0	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2008	F	Female	Y15T24	15 to 24 years old	R	Rural	28.7	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2009	M	Male	Y15T24	15 to 24 years old	_T	Total	46.2	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2009	F	Female	Y15T24	15 to 24 years old	_T	Total	45.0	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2009	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	45.6	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2009	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	49.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2009	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	31.5	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2009	M	Male	Y15T24	15 to 24 years old	_T	Total	46.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2009	M	Male	Y15T24	15 to 24 years old	U	Urban	50.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2009	M	Male	Y15T24	15 to 24 years old	R	Rural	31.6	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2009	F	Female	Y15T24	15 to 24 years old	_T	Total	45.0	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2009	F	Female	Y15T24	15 to 24 years old	U	Urban	49.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2009	F	Female	Y15T24	15 to 24 years old	R	Rural	31.3	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
