SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2010	M	Male	Y15T24	15 to 24 years old	_T	Total	44.9	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2010	F	Female	Y15T24	15 to 24 years old	_T	Total	44.9	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2010	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	44.9	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2010	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	49.0	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2010	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	31.3	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2010	M	Male	Y15T24	15 to 24 years old	_T	Total	44.9	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2010	M	Male	Y15T24	15 to 24 years old	U	Urban	48.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2010	M	Male	Y15T24	15 to 24 years old	R	Rural	31.7	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2010	F	Female	Y15T24	15 to 24 years old	_T	Total	44.9	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2010	F	Female	Y15T24	15 to 24 years old	U	Urban	49.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2010	F	Female	Y15T24	15 to 24 years old	R	Rural	31.0	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2011	M	Male	Y15T24	15 to 24 years old	_T	Total	45.8	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2011	F	Female	Y15T24	15 to 24 years old	_T	Total	44.5	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	45.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	49.1	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	31.7	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2011	M	Male	Y15T24	15 to 24 years old	_T	Total	45.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2011	M	Male	Y15T24	15 to 24 years old	U	Urban	49.5	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2011	M	Male	Y15T24	15 to 24 years old	R	Rural	32.7	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2011	F	Female	Y15T24	15 to 24 years old	_T	Total	44.5	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2011	F	Female	Y15T24	15 to 24 years old	U	Urban	48.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2011	F	Female	Y15T24	15 to 24 years old	R	Rural	30.7	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2012	M	Male	Y15T24	15 to 24 years old	_T	Total	47.1	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2012	F	Female	Y15T24	15 to 24 years old	_T	Total	45.4	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2012	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	46.3	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2012	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	50.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2012	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	33.1	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2012	M	Male	Y15T24	15 to 24 years old	_T	Total	47.1	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2012	M	Male	Y15T24	15 to 24 years old	U	Urban	51.1	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2012	M	Male	Y15T24	15 to 24 years old	R	Rural	34.1	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2012	F	Female	Y15T24	15 to 24 years old	_T	Total	45.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2012	F	Female	Y15T24	15 to 24 years old	U	Urban	49.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2012	F	Female	Y15T24	15 to 24 years old	R	Rural	32.1	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2013	M	Male	Y15T24	15 to 24 years old	_T	Total	47.7	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2013	F	Female	Y15T24	15 to 24 years old	_T	Total	46.9	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2013	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	47.3	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2013	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	51.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2013	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	34.3	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2013	M	Male	Y15T24	15 to 24 years old	_T	Total	47.7	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2013	M	Male	Y15T24	15 to 24 years old	U	Urban	51.3	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2013	M	Male	Y15T24	15 to 24 years old	R	Rural	35.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2013	F	Female	Y15T24	15 to 24 years old	_T	Total	46.9	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2013	F	Female	Y15T24	15 to 24 years old	U	Urban	51.1	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2013	F	Female	Y15T24	15 to 24 years old	R	Rural	32.9	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	M	Male	Y15T24	15 to 24 years old	_T	Total	48.4	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	F	Female	Y15T24	15 to 24 years old	_T	Total	47.4	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	47.9	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	51.5	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	35.6	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	M	Male	Y15T24	15 to 24 years old	_T	Total	48.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	M	Male	Y15T24	15 to 24 years old	U	Urban	51.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	M	Male	Y15T24	15 to 24 years old	R	Rural	36.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	F	Female	Y15T24	15 to 24 years old	_T	Total	47.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	F	Female	Y15T24	15 to 24 years old	U	Urban	51.3	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	F	Female	Y15T24	15 to 24 years old	R	Rural	34.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2015	M	Male	Y15T24	15 to 24 years old	_T	Total	49.6	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2015	F	Female	Y15T24	15 to 24 years old	_T	Total	48.6	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2015	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	49.1	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2015	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	52.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2015	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	36.5	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2015	M	Male	Y15T24	15 to 24 years old	_T	Total	49.6	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2015	M	Male	Y15T24	15 to 24 years old	U	Urban	53.1	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2015	M	Male	Y15T24	15 to 24 years old	R	Rural	37.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2015	F	Female	Y15T24	15 to 24 years old	_T	Total	48.6	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2015	F	Female	Y15T24	15 to 24 years old	U	Urban	52.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2015	F	Female	Y15T24	15 to 24 years old	R	Rural	35.6	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	M	Male	Y15T24	15 to 24 years old	_T	Total	50.4	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y15T24	15 to 24 years old	_T	Total	48.6	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	49.5	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	53.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	37.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	M	Male	Y15T24	15 to 24 years old	_T	Total	50.4	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	M	Male	Y15T24	15 to 24 years old	U	Urban	54.1	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	M	Male	Y15T24	15 to 24 years old	R	Rural	38.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y15T24	15 to 24 years old	_T	Total	48.6	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y15T24	15 to 24 years old	U	Urban	52.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y15T24	15 to 24 years old	R	Rural	36.5	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2017	M	Male	Y15T24	15 to 24 years old	_T	Total	51.2	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2017	F	Female	Y15T24	15 to 24 years old	_T	Total	49.5	PT	Percent	0	Units	nan	nan	National Survey of Occupation and Employment, (ENOE) INEGI	nan	2005-2019.	nan
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2017	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total	50.3	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2017	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	U	Urban	54.3	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2017	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	R	Rural	36.8	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2017	M	Male	Y15T24	15 to 24 years old	_T	Total	51.2	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
S_0270	School attendance rate of the population aged 15 to 24	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2017	M	Male	Y15T24	15 to 24 years old	U	Urban	55.0	PT	Percent	0	Units	nan	nan	ENOE segundos trimetres	nan	nan	Los totales pueden no coincidir debido a que se excluye la población con Condición de asistencia escolar No especificada
