SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-81.16740559	19.32266656	136	Cayman Islands	2018	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2018	ISCED11_2	Lower secondary education	94.85904	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	113.5665388	22.1237259	446	China, Macao Special Administrative Region	2018	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-159.7711391	-21.22696458	184	Cook Islands	2016	ISCED11_2	Lower secondary education	31.81818	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2018	ISCED11_2	Lower secondary education	72.69303	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-79.54460144	22.10030366	192	Cuba	2018	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-61.3493756	15.43391378	212	Dominica	2016	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	31.50149288	-26.56471011	748	Eswatini	2017	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2019	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-5.347561686	36.13895036	292	Gibraltar	2016	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-61.68248568	12.11238395	308	Grenada	2018	ISCED11_2	Lower secondary education	91.66667	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	74.52324839	41.46204516	417	Kyrgyzstan	2017	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	116.8346314	5.452415309	458	Malaysia	2018	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	73.09672546	-0.614385021	462	Maldives	2017	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	7.424214814	43.73532918	492	Monaco	2019	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2018	ISCED11_2	Lower secondary education	85.45332	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	166.92313	-0.528742623	520	Nauru	2016	ISCED11_2	Lower secondary education	50.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	9.400167877	17.42143036	562	Niger	2016	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-169.8601693	-19.05000475	570	Niue	2016	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	57.87743482	21.98805614	512	Oman	2018	ISCED11_2	Lower secondary education	98.59526	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	35.25694122	31.94347933	275	State of Palestine	2018	ISCED11_2	Lower secondary education	3.0722	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	51.19152467	25.28355379	634	Qatar	2018	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	28.4650624	47.20236795	498	Republic of Moldova	2018	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	29.92310194	-1.999842114	646	Rwanda	2018	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-61.19024321	13.24627968	670	Saint Vincent and the Grenadines	2018	ISCED11_2	Lower secondary education	96.2963	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	6.609772265	0.241554875	678	Sao Tome and Principe	2017	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	44.54763347	24.12594211	682	Saudi Arabia	2017	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-14.46636926	14.35920905	686	Senegal	2018	ISCED11_2	Lower secondary education	76.02862	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	55.46561591	-4.678053059	690	Seychelles	2018	ISCED11_2	Lower secondary education	81.25	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-11.78306584	8.568604164	694	Sierra Leone	2018	ISCED11_2	Lower secondary education	52.84128	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	80.70489654	7.614693343	144	Sri Lanka	2018	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-56.01387025	-32.8002838	858	Uruguay	2017	ISCED11_2	Lower secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2018	ISCED11_1	Primary education	79.09774	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	1.576257417	42.54548611	20	Andorra	2018	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-61.7999755	17.07761471	28	Antigua and Barbuda	2018	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	50.5490754	26.04407747	48	Bahrain	2018	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-64.78155012	32.27881922	60	Bermuda	2016	ISCED11_1	Primary education	45.83333	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-1.742843829	12.27491081	854	Burkina Faso	2018	ISCED11_1	Primary education	2.2658	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2018	ISCED11_1	Primary education	99.3418	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-23.63544151	15.07791834	132	Cabo Verde	2018	ISCED11_1	Primary education	58.53659	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2018	ISCED11_1	Primary education	99.68701	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	113.5665388	22.1237259	446	China, Macao Special Administrative Region	2018	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-79.54460144	22.10030366	192	Cuba	2018	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-61.3493756	15.43391378	212	Dominica	2016	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	31.50149288	-26.56471011	748	Eswatini	2017	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2019	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-5.347561686	36.13895036	292	Gibraltar	2016	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-61.68248568	12.11238395	308	Grenada	2018	ISCED11_1	Primary education	73.41772	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-77.31068409	18.15616857	388	Jamaica	2018	ISCED11_1	Primary education	99.88545	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	74.52324839	41.46204516	417	Kyrgyzstan	2017	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	116.8346314	5.452415309	458	Malaysia	2018	ISCED11_1	Primary education	97.12177	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	7.424214814	43.73532918	492	Monaco	2019	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2018	ISCED11_1	Primary education	84.35395	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	9.400167877	17.42143036	562	Niger	2018	ISCED11_1	Primary education	5.60895	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	51.19152467	25.28355379	634	Qatar	2018	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	28.4650624	47.20236795	498	Republic of Moldova	2018	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	29.92310194	-1.999842114	646	Rwanda	2018	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-61.19024321	13.24627968	670	Saint Vincent and the Grenadines	2018	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	6.609772265	0.241554875	678	Sao Tome and Principe	2017	ISCED11_1	Primary education	50.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	44.54763347	24.12594211	682	Saudi Arabia	2017	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-14.46636926	14.35920905	686	Senegal	2018	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	55.46561591	-4.678053059	690	Seychelles	2018	ISCED11_1	Primary education	89.65517	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-11.78306584	8.568604164	694	Sierra Leone	2018	ISCED11_1	Primary education	23.23622	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-56.01387025	-32.8002838	858	Uruguay	2017	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-66.15642084	7.121324748	862	Venezuela (Bolivarian Republic of)	2016	ISCED11_1	Primary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	27.850329	-14.59701056	894	Zambia	2017	ISCED11_1	Primary education	62.24132	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2018	ISCED11_3	Upper secondary education	73.53535	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	1.576257417	42.54548611	20	Andorra	2018	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-61.7999755	17.07761471	28	Antigua and Barbuda	2018	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2018	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	50.5490754	26.04407747	48	Bahrain	2018	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2018	ISCED11_3	Upper secondary education	76.83887	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-64.78155012	32.27881922	60	Bermuda	2016	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-1.742843829	12.27491081	854	Burkina Faso	2018	ISCED11_3	Upper secondary education	13.04348	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2017	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-23.63544151	15.07791834	132	Cabo Verde	2017	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-81.16740559	19.32266656	136	Cayman Islands	2018	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2018	ISCED11_3	Upper secondary education	94.84193	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	113.5665388	22.1237259	446	China, Macao Special Administrative Region	2018	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-159.7711391	-21.22696458	184	Cook Islands	2016	ISCED11_3	Upper secondary education	46.66667	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2018	ISCED11_3	Upper secondary education	73.41442	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-79.54460144	22.10030366	192	Cuba	2018	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-61.3493756	15.43391378	212	Dominica	2016	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	31.50149288	-26.56471011	748	Eswatini	2017	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2019	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-5.347561686	36.13895036	292	Gibraltar	2016	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-61.68248568	12.11238395	308	Grenada	2018	ISCED11_3	Upper secondary education	91.66667	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-77.31068409	18.15616857	388	Jamaica	2018	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	74.52324839	41.46204516	417	Kyrgyzstan	2018	ISCED11_3	Upper secondary education	90.26337	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	116.8346314	5.452415309	458	Malaysia	2017	ISCED11_3	Upper secondary education	95.37367	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	73.09672546	-0.614385021	462	Maldives	2017	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	7.424214814	43.73532918	492	Monaco	2019	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2018	ISCED11_3	Upper secondary education	90.04329	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	166.92313	-0.528742623	520	Nauru	2016	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	9.400167877	17.42143036	562	Niger	2016	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	-169.8601693	-19.05000475	570	Niue	2016	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	57.87743482	21.98805614	512	Oman	2018	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
S_0400	Percentage of schools providing life skills-based HIV and sexuality education	G	Global	4	Country or Area	51.19152467	25.28355379	634	Qatar	2018	ISCED11_3	Upper secondary education	100.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS Database	nan	nan	nan
