SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	LEGISLATIVE_LEVEL	LEGISLATIVE_LEVEL_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	23.81380223	-22.18810073	72	Botswana	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-88.70199554	17.19965901	84	Belize	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-23.63544151	15.07791834	132	Cabo Verde	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	20.93559492	7.003720791	140	Central African Republic	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	80.70489654	7.614693343	144	Sri Lanka	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-71.23029019	-35.265288500000004	152	Chile	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-73.07446751	3.888209046	170	Colombia	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-73.07446751	3.888209046	170	Colombia	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	15.22052612	-0.840544119	178	Congo	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	23.65496507	-2.8771547319999997	180	Democratic Republic of the Congo	2020	L	Lower house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	23.65496507	-2.8771547319999997	180	Democratic Republic of the Congo	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	17.95874553	45.45172212	191	Croatia	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-79.54460144	22.10030366	192	Cuba	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	33.22285964	35.05659437	196	Cyprus	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	15.33151382	49.73913871	203	Czechia	2020	L	Lower house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	15.33151382	49.73913871	203	Czechia	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-78.37005241	-1.4477858909999999	218	Ecuador	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	25.84093481	58.68487172	233	Estonia	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	177.96608840000002	-17.83301566	242	Fiji	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2020	L	Lower house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	42.18274707	11.56004161	262	Djibouti	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	11.78727747	-0.60687619	266	Gabon	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	43.3713615	42.04813028	268	Georgia	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-15.39944785	13.45295927	270	Gambia	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	22.58307827	39.47301873	300	Greece	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-91.23127459999999	15.00273719	320	Guatemala	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-58.97322037	4.788012784	328	Guyana	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	113.9174	-0.9945822040000001	360	Indonesia	2020	S	Single house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-7.121425272000001	53.25274054	372	Ireland	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-7.121425272000001	53.25274054	372	Ireland	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	34.62277992	31.06164552	376	Israel	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-5.552690016000001	7.62211586	384	Côte d'Ivoire	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	139.27161030000002	36.6554539	392	Japan	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	139.27161030000002	36.6554539	392	Japan	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	37.86096816	0.534797278	404	Kenya	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	37.86096816	0.534797278	404	Kenya	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	127.8610254	36.45201023	410	Republic of Korea	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	47.49305029	29.53949468	414	Kuwait	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	101.99019679999999	20.27482773	418	Lao People's Democratic Republic	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	35.89391711	33.92152458	422	Lebanon	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	28.25362195	-29.58041814	426	Lesotho	2020	L	Lower house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	26.42461876	56.64196636	428	Latvia	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-9.311879037999999	6.448381008999999	430	Liberia	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-9.311879037999999	6.448381008999999	430	Liberia	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	18.0295985	27.04042819	434	Libya	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	23.90517807	55.33680309	440	Lithuania	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	6.092656562999999	49.77679538	442	Luxembourg	2020	S	Single house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	46.6982339	-19.38514785	450	Madagascar	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	46.6982339	-19.38514785	450	Madagascar	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	33.4884625	-13.40819859	454	Malawi	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	116.8346314	5.452415309	458	Malaysia	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	73.09672546	-0.614385021	462	Maldives	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-3.522016039	17.35311254	466	Mali	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	28.4650624	47.20236795	498	Republic of Moldova	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	19.25214024	42.78717043	499	Montenegro	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-6.281942841	31.844013099999998	504	Morocco	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	17.21907885	-22.13817068	516	Namibia	2020	U	Upper house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	83.94678863	28.25866332	524	Nepal	2020	L	Lower house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	5.331480568	51.86728884	528	Netherlands	2020	L	Lower house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	5.331480568	51.86728884	528	Netherlands	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	170.47556730000002	-43.98721568	554	New Zealand	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	-85.03060315	12.84210839	558	Nicaragua	2020	S	Single house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	11.47846389	61.34311134	578	Norway	2020	S	Single house	F	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Female, Data corresponds to unicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	68.80479684	29.36491634	586	Pakistan	2020	L	Lower house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to lower chamber of bicameral structure of parliament
S_1360	Sex of chair of defence committee	G	Global	4	Country or Area	68.80479684	29.36491634	586	Pakistan	2020	U	Upper house	M	CATEGORICAL	Categorical variable	nan	Not applicable	nan	nan	IPU's Parline database	https://data.ipu.org/	nan	Male, Data corresponds to upper chamber of bicameral structure of parliament
