SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	104.1403375	32.30955217	156	China	2012	F	Female	17.5	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-73.07446751	3.888209046	170	Colombia	2017	F	Female	18.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	23.65496507	-2.8771547319999997	180	Democratic Republic of the Congo	2013	F	Female	10.8	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2010	F	Female	15.4	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	17.95874553	45.45172212	191	Croatia	2019	F	Female	27.0	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	33.22285964	35.05659437	196	Cyprus	2019	F	Female	8.2	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	15.33151382	49.73913871	203	Czechia	2019	F	Female	16.1	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	2.339933594	9.65401646	204	Benin	2016	F	Female	25.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-61.3493756	15.43391378	212	Dominica	2010	F	Female	23.6	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2016	F	Female	21.2	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-78.37005241	-1.4477858909999999	218	Ecuador	2017	F	Female	22.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2016	F	Female	28.0	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	39.63505296	8.631223181000001	231	Ethiopia	2015	F	Female	4.5	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	25.84093481	58.68487172	233	Estonia	2019	F	Female	22.5	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	17.57817062	-12.33724746	24	Angola	2010	F	Female	13.5	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	42.18274707	11.56004161	262	Djibouti	2013	F	Female	14.2	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	43.3713615	42.04813028	268	Georgia	2019	F	Female	16.5	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-15.39944785	13.45295927	270	Gambia	2018	F	Female	9.6	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-61.7999755	17.07761471	28	Antigua and Barbuda	2010	F	Female	17.5	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2013	F	Female	14.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	22.58307827	39.47301873	300	Greece	2018	F	Female	17.2	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-61.68248568	12.11238395	308	Grenada	2010	F	Female	24.0	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2019	F	Female	16.5	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-65.14563274	-35.19446255	32	Argentina	2017	F	Female	8.0	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-91.23127459999999	15.00273719	320	Guatemala	2017	F	Female	18.5	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-11.28173419	11.00210343	324	Guinea	2016	F	Female	5.8	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-58.97322037	4.788012784	328	Guyana	2010	F	Female	17.7	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-86.59974381	14.82243161	340	Honduras	2016	F	Female	28.0	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2019	F	Female	22.1	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	2014	F	Female	8.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	113.9174	-0.9945822040000001	360	Indonesia	2015	F	Female	22.1	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	43.76606267	33.05013795	368	Iraq	2011	F	Female	2.3	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	34.62277992	31.06164552	376	Israel	2013	F	Female	10.1	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	12.57022427	42.79917282	380	Italy	2019	F	Female	15.3	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-5.552690016000001	7.62211586	384	Côte d'Ivoire	2016	F	Female	14.3	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-77.31068409	18.15616857	388	Jamaica	2010	F	Female	24.1	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	66.65359159	48.01963494	398	Kazakhstan	2019	F	Female	26.0	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	66.02688198	33.83160199	4	Afghanistan	2014	F	Female	4.7	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	37.13024774	30.65365973	400	Jordan	2019	F	Female	3.1	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	37.86096816	0.534797278	404	Kenya	2018	F	Female	18.1	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	74.52324839	41.46204516	417	Kyrgyzstan	2019	F	Female	32.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	101.99019679999999	20.27482773	418	Lao People's Democratic Republic	2018	F	Female	43.1	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	35.89391711	33.92152458	422	Lebanon	2019	F	Female	5.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	28.25362195	-29.58041814	426	Lesotho	2016	F	Female	36.2	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	26.42461876	56.64196636	428	Latvia	2019	F	Female	32.6	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-9.311879037999999	6.448381008999999	430	Liberia	2017	F	Female	20.4	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-78.05111663	24.69546597	44	Bahamas	2010	F	Female	33.2	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	23.90517807	55.33680309	440	Lithuania	2019	F	Female	30.7	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	46.6982339	-19.38514785	450	Madagascar	2013	F	Female	28.2	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	33.4884625	-13.40819859	454	Malawi	2014	F	Female	14.2	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	116.8346314	5.452415309	458	Malaysia	2015	F	Female	26.3	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-3.522016039	17.35311254	466	Mali	2016	F	Female	11.6	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	14.44617519	35.89194275	470	Malta	2019	F	Female	11.3	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-10.33187259	20.26089546	478	Mauritania	2014	F	Female	4.5	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2010	F	Female	14.6	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	103.0728057	46.83892054	496	Mongolia	2019	F	Female	38.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	28.4650624	47.20236795	498	Republic of Moldova	2019	F	Female	18.6	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	19.25214024	42.78717043	499	Montenegro	2019	F	Female	15.0	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2013	F	Female	4.8	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-6.281942841	31.844013099999998	504	Morocco	2019	F	Female	5.4	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	38.18479941	-14.27963886	508	Mozambique	2018	F	Female	15.6	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2013	F	Female	14.1	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	17.21907885	-22.13817068	516	Namibia	2014	F	Female	27.4	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-59.53464889999999	13.13648273	52	Barbados	2010	F	Female	25.4	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	83.94678863	28.25866332	524	Nepal	2013	F	Female	17.2	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-85.03060315	12.84210839	558	Nicaragua	2016	F	Female	27.0	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	9.400167877000001	17.42143036	562	Niger	2017	F	Female	10.6	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	8.097363256	9.585789025	566	Nigeria	2014	F	Female	13.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	68.80479684	29.36491634	586	Pakistan	2013	F	Female	6.0	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-81.26616623	8.450965746	591	Panama	2010	F	Female	23.5	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	145.8587761	-6.756057077	598	Papua New Guinea	2015	F	Female	13.8	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2017	F	Female	19.6	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-71.82093277	-13.58939705	604	Peru	2017	F	Female	19.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	120.86014180000001	14.16591706	608	Philippines	2015	F	Female	29.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	19.40660158	52.122673299999995	616	Poland	2019	F	Female	27.8	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-7.961599811	39.68509315	620	Portugal	2019	F	Female	14.0	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	125.94510520000001	-8.797497247	626	Timor-Leste	2015	F	Female	27.0	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	90.45098484	27.39598568	64	Bhutan	2015	F	Female	26.3	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	24.98481009	45.83893563	642	Romania	2019	F	Female	17.2	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	99.01404926	61.61899849	643	Russian Federation	2019	F	Female	24.3	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	29.92310194	-1.999842114	646	Rwanda	2019	F	Female	21.8	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-62.76628613	17.33994219	659	Saint Kitts and Nevis	2010	F	Female	21.1	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-60.96529553	13.89405601	662	Saint Lucia	2010	F	Female	23.7	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-61.19024321	13.24627968	670	Saint Vincent and the Grenadines	2010	F	Female	38.6	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-64.66224284	-16.71273412	68	Bolivia (Plurinational State of)	2017	F	Female	26.3	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-14.46636926	14.35920905	686	Senegal	2014	F	Female	14.1	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	20.805876	44.03145697	688	Serbia	2019	F	Female	18.2	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-11.78306584	8.568604164	694	Sierra Leone	2017	F	Female	15.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	17.78584332	44.16845548	70	Bosnia and Herzegovina	2019	F	Female	16.6	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	19.48495604	48.70741446	703	Slovakia	2019	F	Female	22.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	105.802499	10.09643079	704	Viet Nam	2015	F	Female	22.4	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	14.82209486	46.11958061	705	Slovenia	2019	F	Female	18.8	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	29.86909584	-19.00075492	716	Zimbabwe	2016	F	Female	16.3	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	23.81380223	-22.18810073	72	Botswana	2010	F	Female	16.5	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	30.32618773	7.290839152	728	South Sudan	2014	F	Female	9.5	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	29.95650159	16.02643066	729	Sudan	2014	F	Female	3.4	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
S_1550	Percent of firms with a female top manager	G	Global	4	Country or Area	-55.90626394	4.132603197	740	Suriname	2018	F	Female	11.9	PT	Percent	0	Units	nan	nan	Enterprise Surveys (http://www.enterprisesurveys.org), The World Bank.	nan	2010-2020	nan
