SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0740	Number of femicide	R	Regional	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2018	F	Female	59.0	NUMBER	Number	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0740	Number of femicide	R	Regional	4	Country or Area	-71.82093277	-13.58939705	604	Peru	2018	F	Female	131.0	NUMBER	Number	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0740	Number of femicide	R	Regional	4	Country or Area	-62.76628613	17.33994219	659	Saint Kitts and Nevis	2018	F	Female	2.0	NUMBER	Number	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0740	Number of femicide	R	Regional	4	Country or Area	-60.96529553	13.89405601	662	Saint Lucia	2017	F	Female	4.0	NUMBER	Number	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0740	Number of femicide	R	Regional	4	Country or Area	-64.66224284	-16.71273412	68	Bolivia (Plurinational State of)	2018	F	Female	128.0	NUMBER	Number	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0740	Number of femicide	R	Regional	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2017	F	Female	1206.0	NUMBER	Number	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0740	Number of femicide	R	Regional	4	Country or Area	-61.29389504	10.41877263	780	Trinidad and Tobago	2018	F	Female	24.0	NUMBER	Number	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0740	Number of femicide	R	Regional	4	Country or Area	-56.01387025	-32.800283799999995	858	Uruguay	2018	F	Female	30.0	NUMBER	Number	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0740	Number of femicide	R	Regional	4	Country or Area	-66.15642084	7.121324747999999	862	Venezuela (Bolivarian Republic of)	2016	F	Female	122.0	NUMBER	Number	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
S_0740	Number of femicide	R	Regional	4	Country or Area	-64.63294223	18.42256578	92	British Virgin Islands	2018	F	Female	0.0	NUMBER	Number	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), Gender Equality Observatory for Latin America and the Caribbean [online] https://oig.cepal.org/en.	nan	Latest available year	nan
